<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,60,20220131,210000,266.6600000,267.0800000,266.0200000,266.8900000,2623270
SBER,60,20220131,220000,266.9300000,267.8600000,266.4200000,267.6400000,2609480
SBER,60,20220131,230000,267.6400000,267.9200000,267.2500000,267.6600000,2184800
SBER,60,20220201,000000,267.6600000,269.6000000,267.4000000,269.4200000,4260510
SBER,60,20220201,080000,269.7100000,273.1000000,268.5600000,271.6700000,12946140
SBER,60,20220201,090000,271.6500000,272.9400000,270.6400000,271.3300000,6162270
SBER,60,20220201,100000,271.3000000,271.6900000,267.5800000,268.6000000,13292790
SBER,60,20220201,110000,268.5800000,271.4900000,262.5300000,263.3700000,38346630
SBER,60,20220201,120000,263.3700000,266.9000000,263.3400000,264.4000000,21858210
SBER,60,20220201,130000,264.4400000,265.4000000,263.0300000,264.8000000,11186280
SBER,60,20220201,140000,264.7700000,267.1600000,264.3400000,265.7600000,8362400
SBER,60,20220201,150000,265.8500000,266.6900000,265.0000000,266.2700000,6000630
SBER,60,20220201,160000,266.2700000,266.2700000,262.8000000,262.8100000,10219850
SBER,60,20220201,170000,262.8100000,264.9300000,262.8000000,264.2900000,5004400
SBER,60,20220201,180000,264.4000000,264.4800000,261.6100000,263.5900000,9162290
SBER,60,20220201,190000,263.5000000,263.5200000,261.8400000,262.6000000,9590930
SBER,60,20220201,200000,263.3000000,264.2900000,262.0200000,262.8900000,5051530
SBER,60,20220201,210000,262.9000000,262.9800000,260.5600000,262.1100000,5515490
SBER,60,20220201,220000,262.1100000,263.0000000,261.6300000,262.2900000,1795110
SBER,60,20220201,230000,262.3000000,262.8500000,261.5200000,262.0100000,1608360
SBER,60,20220202,000000,262.0900000,264.7900000,261.9000000,264.7000000,4254390
SBER,60,20220202,080000,265.8000000,266.9100000,263.5100000,263.9700000,5359790
SBER,60,20220202,090000,263.9400000,265.3200000,263.5400000,265.0300000,2477720
SBER,60,20220202,100000,265.1000000,265.7000000,264.6200000,265.0000000,4126630
SBER,60,20220202,110000,265.0500000,265.9900000,260.1000000,260.8300000,17446600
SBER,60,20220202,120000,260.8300000,262.5800000,257.2700000,259.0000000,30531130
SBER,60,20220202,130000,259.0000000,259.5500000,255.8000000,255.9400000,15745720
SBER,60,20220202,140000,255.9400000,260.7700000,254.5200000,259.8700000,22791030
SBER,60,20220202,150000,260.0000000,261.9300000,258.8200000,260.8200000,11676850
SBER,60,20220202,160000,260.9000000,264.0000000,260.4900000,262.0800000,13443000
SBER,60,20220202,170000,261.9700000,263.0000000,259.5100000,260.5300000,9428630
SBER,60,20220202,180000,260.4300000,260.8000000,258.0000000,259.3600000,10501680
SBER,60,20220202,190000,259.4100000,259.8100000,257.5800000,258.6400000,10160130
SBER,60,20220202,200000,258.7000000,258.8900000,256.6000000,258.4800000,5595650
SBER,60,20220202,210000,258.4800000,260.2000000,258.4800000,260.0000000,4769540
SBER,60,20220202,220000,259.9900000,260.3800000,259.4200000,260.2600000,2153590
SBER,60,20220202,230000,260.1700000,260.2900000,259.0000000,259.9300000,1438380
SBER,60,20220203,000000,259.9000000,261.1800000,259.8100000,261.0000000,2552820
SBER,60,20220203,080000,258.4500000,259.8700000,256.1500000,257.1500000,5759530
SBER,60,20220203,090000,257.1800000,258.5800000,256.5600000,257.2700000,3343400
SBER,60,20220203,100000,257.1500000,257.4000000,254.3400000,255.4800000,8297060
SBER,60,20220203,110000,255.6000000,255.6700000,251.5100000,252.9300000,23579460
SBER,60,20220203,120000,252.8600000,255.4300000,251.8000000,253.2500000,19240690
SBER,60,20220203,130000,253.2200000,254.2000000,250.3200000,250.9200000,16981530
SBER,60,20220203,140000,250.8600000,252.3600000,250.0600000,251.3000000,10906200
SBER,60,20220203,150000,251.4000000,253.9000000,251.3000000,252.9000000,11522150
SBER,60,20220203,160000,252.8600000,254.7800000,251.8000000,252.7300000,8883750
SBER,60,20220203,170000,252.7300000,253.5800000,250.8800000,251.4700000,8068470
SBER,60,20220203,180000,251.4300000,253.4000000,250.5000000,250.9500000,11511780
SBER,60,20220203,190000,250.9600000,253.1900000,250.7000000,252.7100000,9953050
SBER,60,20220203,200000,252.7000000,253.9500000,251.5700000,251.9100000,4603410
SBER,60,20220203,210000,252.0000000,252.9500000,251.5000000,251.9000000,2080450
SBER,60,20220203,220000,251.9000000,252.6500000,251.5200000,252.5000000,1183550
SBER,60,20220203,230000,252.5000000,252.8700000,251.1200000,251.8000000,2375310
SBER,60,20220204,000000,251.8000000,252.0000000,250.6500000,250.7900000,2837770
SBER,60,20220204,080000,251.9900000,254.3600000,251.9100000,253.4000000,4722670
SBER,60,20220204,090000,253.4800000,255.3300000,253.4500000,254.0500000,4963620
SBER,60,20220204,100000,254.0500000,254.8500000,253.5400000,254.4900000,2848940
SBER,60,20220204,110000,254.5100000,256.3000000,252.2500000,255.6800000,12847800
SBER,60,20220204,120000,255.6100000,259.7400000,254.5000000,257.2400000,26136130
SBER,60,20220204,130000,257.1800000,258.6700000,256.4600000,257.1500000,10055170
SBER,60,20220204,140000,257.1100000,257.5500000,254.6600000,256.2000000,10405080
SBER,60,20220204,150000,256.2000000,256.4000000,254.2300000,255.3800000,6889540
SBER,60,20220204,160000,255.4300000,257.4000000,255.3400000,256.6200000,6386850
SBER,60,20220204,170000,256.6000000,256.9400000,253.2200000,253.9900000,14306900
SBER,60,20220204,180000,253.9300000,255.5300000,252.7700000,254.6200000,10132330
SBER,60,20220204,190000,254.5500000,254.9100000,253.6200000,254.2200000,6940140
SBER,60,20220204,200000,254.2200000,255.8500000,254.0000000,255.0100000,2750830
SBER,60,20220204,210000,255.0100000,255.8700000,254.5100000,255.6700000,1979190
SBER,60,20220204,220000,255.7000000,256.2000000,255.1700000,255.9700000,1772980
SBER,60,20220204,230000,255.9100000,256.6000000,255.6100000,256.4900000,1780710
SBER,60,20220205,000000,256.4600000,256.8800000,255.8300000,256.5300000,2071790
SBER,60,20220207,080000,257.0000000,257.3300000,254.7200000,256.1000000,4420680
SBER,60,20220207,090000,256.2000000,256.5400000,255.0900000,255.4300000,1840120
SBER,60,20220207,100000,255.3400000,258.2700000,255.0300000,258.0100000,3813380
SBER,60,20220207,110000,258.0200000,260.3900000,256.1200000,260.3800000,13991240
SBER,60,20220207,120000,260.2800000,260.5300000,256.5000000,257.0600000,10988560
SBER,60,20220207,130000,257.0600000,257.3500000,253.5200000,254.7900000,11565220
SBER,60,20220207,140000,254.7500000,256.4300000,253.7400000,256.0200000,6956440
SBER,60,20220207,150000,256.0200000,258.2000000,256.0000000,257.3000000,8774280
SBER,60,20220207,160000,257.3200000,258.0000000,256.7000000,257.2000000,3951800
SBER,60,20220207,170000,257.2300000,257.6000000,256.1700000,256.4900000,3739410
SBER,60,20220207,180000,256.4900000,257.3000000,256.1900000,256.8500000,4340190
SBER,60,20220207,190000,256.8400000,256.9600000,256.2100000,256.6900000,3856540
SBER,60,20220207,200000,256.7600000,257.2000000,256.5500000,256.7400000,1834450
SBER,60,20220207,210000,256.8100000,257.0000000,256.5700000,256.7100000,619190
SBER,60,20220207,220000,256.7100000,257.3200000,256.7100000,257.1500000,748170
SBER,60,20220207,230000,257.1500000,258.4500000,257.0900000,257.8000000,2213180
SBER,60,20220208,000000,257.7500000,258.8800000,257.5000000,257.6100000,1894670
SBER,60,20220208,080000,257.6100000,258.2300000,256.5200000,257.8000000,1977050
SBER,60,20220208,090000,257.8100000,258.0000000,256.8400000,257.4600000,1162390
SBER,60,20220208,100000,257.4000000,261.6400000,257.3200000,260.6800000,8647250
SBER,60,20220208,110000,260.6800000,262.8700000,260.1300000,260.5800000,14927820
SBER,60,20220208,120000,260.6900000,262.7900000,259.3000000,262.5600000,15546350
SBER,60,20220208,130000,262.6000000,266.9200000,261.7500000,265.8300000,23734880
SBER,60,20220208,140000,265.8400000,267.4000000,264.4000000,266.1000000,18056530
SBER,60,20220208,150000,266.1000000,268.3700000,265.6100000,266.8000000,15039380
SBER,60,20220208,160000,266.8000000,267.2800000,265.3600000,266.9900000,9676690
SBER,60,20220208,170000,266.9300000,267.5900000,263.9100000,265.0000000,12707170
SBER,60,20220208,180000,265.1000000,268.5000000,265.0000000,267.8700000,16056100
SBER,60,20220208,190000,267.8700000,269.2700000,267.0000000,269.0500000,11886150
SBER,60,20220208,200000,269.0700000,269.3300000,268.3700000,269.0000000,3113140
SBER,60,20220208,210000,269.0000000,269.5000000,268.5000000,268.9000000,2900790
SBER,60,20220208,220000,268.9000000,268.9700000,268.1800000,268.5200000,2236060
SBER,60,20220208,230000,268.5900000,269.0300000,268.5000000,268.9900000,1086230
SBER,60,20220209,000000,268.9900000,269.9000000,268.8500000,269.8000000,2744420
SBER,60,20220209,080000,270.0100000,274.1900000,270.0000000,273.5000000,11779620
SBER,60,20220209,090000,273.5000000,276.6600000,273.3800000,274.9200000,15125900
SBER,60,20220209,100000,274.9200000,276.2000000,274.2100000,275.6600000,7038730
SBER,60,20220209,110000,275.8500000,276.3500000,272.6300000,274.4200000,20198810
SBER,60,20220209,120000,274.4000000,278.2800000,273.7000000,277.7500000,26824700
SBER,60,20220209,130000,277.6900000,279.0000000,276.6500000,277.6300000,17806490
SBER,60,20220209,140000,277.6700000,278.7800000,277.0100000,278.5000000,11908380
SBER,60,20220209,150000,278.5600000,279.7100000,277.5300000,278.6700000,15403010
SBER,60,20220209,160000,278.6700000,279.2000000,275.1500000,277.7000000,19669430
SBER,60,20220209,170000,277.7000000,279.1100000,275.6900000,278.7100000,16375230
SBER,60,20220209,180000,278.7100000,279.6500000,277.8200000,278.8700000,12423590
SBER,60,20220209,190000,278.8300000,279.5500000,278.6200000,279.3700000,7355300
SBER,60,20220209,200000,279.1700000,279.1700000,278.0600000,278.1700000,3594460
SBER,60,20220209,210000,278.1700000,278.8000000,277.6000000,278.6300000,2563670
SBER,60,20220209,220000,278.5900000,278.7500000,278.0500000,278.1000000,1453620
SBER,60,20220209,230000,278.1200000,278.9500000,278.0600000,278.5000000,1588170
SBER,60,20220210,000000,278.5100000,279.2000000,278.1100000,279.0900000,2123690
SBER,60,20220210,080000,279.2100000,279.3800000,275.7000000,276.8300000,7884670
SBER,60,20220210,090000,276.8000000,277.2500000,274.5100000,275.5200000,5993230
SBER,60,20220210,100000,275.5300000,277.4900000,275.0000000,276.5800000,6802940
SBER,60,20220210,110000,276.5500000,276.9900000,274.7200000,275.4500000,14610600
SBER,60,20220210,120000,275.4500000,276.9900000,273.6700000,274.0600000,19145830
SBER,60,20220210,130000,274.0500000,276.5400000,273.9000000,275.9300000,11607980
SBER,60,20220210,140000,275.9500000,277.2500000,275.6000000,276.0600000,10172080
SBER,60,20220210,150000,276.0700000,277.8000000,276.0000000,276.5200000,7932660
SBER,60,20220210,160000,276.5000000,279.7600000,276.3900000,278.7000000,12578830
SBER,60,20220210,170000,278.7600000,282.3000000,276.9700000,278.2700000,35433010
SBER,60,20220210,180000,278.2000000,279.7900000,275.9600000,278.5800000,17868360
SBER,60,20220210,190000,278.6800000,279.6900000,278.0100000,278.9000000,9720070
SBER,60,20220210,200000,278.8000000,280.4000000,278.2800000,279.8500000,6616790
SBER,60,20220210,210000,279.8800000,280.0000000,277.8300000,278.4300000,4099760
SBER,60,20220210,220000,278.4100000,278.4700000,276.4000000,277.3100000,3462320
SBER,60,20220210,230000,277.3100000,277.4300000,275.8500000,276.2800000,3015660
SBER,60,20220211,000000,276.2700000,276.4300000,275.1100000,275.2000000,3175090
SBER,60,20220211,080000,274.8800000,275.8700000,272.6100000,273.5300000,7936950
SBER,60,20220211,090000,273.5300000,274.6800000,273.5300000,274.2500000,2731500
SBER,60,20220211,100000,274.1800000,274.2300000,271.1000000,271.1600000,9909640
SBER,60,20220211,110000,271.1600000,273.5000000,270.5000000,271.7900000,16827720
SBER,60,20220211,120000,271.7700000,272.5500000,266.5800000,267.7600000,30095510
SBER,60,20220211,130000,267.7600000,268.8200000,265.4700000,265.9200000,21658700
SBER,60,20220211,140000,265.8200000,269.8000000,265.2500000,268.2400000,17578260
SBER,60,20220211,150000,268.2300000,269.0000000,264.9900000,265.9200000,14270270
SBER,60,20220211,160000,265.8500000,268.9300000,265.0000000,267.8300000,12336750
SBER,60,20220211,170000,267.8300000,269.4000000,267.4100000,268.2300000,8195850
SBER,60,20220211,180000,268.2200000,268.9900000,265.7000000,265.9700000,9636590
SBER,60,20220211,190000,265.9800000,266.6000000,265.5500000,266.6000000,13741270
SBER,60,20220211,200000,266.4100000,267.2400000,266.0000000,266.5600000,3492260
SBER,60,20220211,210000,266.5600000,266.7000000,266.0100000,266.3100000,1749270
SBER,60,20220211,220000,266.3100000,266.4600000,259.6100000,261.9000000,20044810
SBER,60,20220211,230000,261.8600000,263.7100000,260.7000000,261.3400000,14156320
SBER,60,20220212,000000,261.3500000,261.9500000,259.6700000,260.8300000,9421750
SBER,60,20220214,080000,256.6900000,256.9200000,245.1000000,252.9100000,37448270
SBER,60,20220214,090000,253.0000000,256.5700000,251.5000000,255.9900000,13432940
SBER,60,20220214,100000,255.9000000,259.2000000,253.2600000,253.5700000,16447700
SBER,60,20220214,110000,253.6800000,259.5000000,253.0200000,257.1800000,21771320
SBER,60,20220214,120000,257.1100000,257.2300000,251.0000000,251.3700000,30509030
SBER,60,20220214,130000,251.3500000,254.2100000,248.2000000,249.3400000,29167730
SBER,60,20220214,140000,249.4300000,251.0300000,247.1400000,247.6100000,28218760
SBER,60,20220214,150000,247.7500000,249.5000000,245.1200000,248.7100000,30956590
SBER,60,20220214,160000,248.7500000,255.7000000,246.6700000,253.0000000,44172490
SBER,60,20220214,170000,253.0700000,258.3600000,253.0000000,254.5300000,34071820
SBER,60,20220214,180000,254.5300000,257.1800000,252.0000000,256.4900000,20514320
SBER,60,20220214,190000,256.5800000,256.9000000,255.0000000,255.6700000,14812910
SBER,60,20220214,200000,255.9000000,258.8400000,254.3300000,257.1200000,9877300
SBER,60,20220214,210000,257.1200000,257.7500000,256.3000000,256.9700000,3080090
SBER,60,20220214,220000,256.9500000,257.2500000,252.3200000,253.1400000,7585610
SBER,60,20220214,230000,253.0300000,255.5000000,251.5000000,255.0500000,11024770
SBER,60,20220215,000000,255.1000000,256.9300000,254.0800000,256.7000000,4306980
SBER,60,20220215,080000,257.6000000,264.9100000,257.5100000,263.6900000,18683280
SBER,60,20220215,090000,263.6900000,264.0200000,260.5100000,261.5400000,9430150
SBER,60,20220215,100000,261.7000000,264.9000000,261.4000000,264.4900000,7202270
SBER,60,20220215,110000,264.3800000,264.9000000,260.5300000,261.4000000,14136690
SBER,60,20220215,120000,261.3900000,269.9800000,259.0600000,269.8500000,56386290
SBER,60,20220215,130000,269.8500000,271.9500000,267.7200000,267.9400000,30850890
SBER,60,20220215,140000,267.9100000,269.2000000,265.0700000,266.9800000,32151350
SBER,60,20220215,150000,266.8800000,269.8800000,266.4700000,267.3100000,17500190
SBER,60,20220215,160000,267.3200000,269.1100000,266.0000000,268.3000000,10311820
SBER,60,20220215,170000,268.3000000,268.9200000,267.0500000,267.8000000,8683790
SBER,60,20220215,180000,267.7200000,271.5200000,267.6300000,269.7800000,23400900
SBER,60,20220215,190000,269.7000000,270.8500000,268.7200000,270.2100000,13473350
SBER,60,20220215,200000,270.1000000,270.9000000,269.4000000,270.3500000,5650490
SBER,60,20220215,210000,270.3500000,271.0000000,268.5500000,268.8000000,6827760
SBER,60,20220215,220000,268.8000000,269.9500000,268.3200000,269.7500000,4260400
SBER,60,20220215,230000,269.7500000,270.9000000,269.0200000,270.7200000,3163710
SBER,60,20220216,000000,270.7100000,274.0000000,270.7100000,274.0000000,9360480
SBER,60,20220216,080000,276.8800000,278.0000000,275.3300000,276.8200000,14686580
SBER,60,20220216,090000,276.9600000,280.4200000,276.6000000,279.2600000,13551330
SBER,60,20220216,100000,279.2500000,280.1400000,278.3100000,278.7900000,9486500
SBER,60,20220216,110000,278.7900000,280.0500000,276.4300000,278.7500000,24427800
SBER,60,20220216,120000,278.7300000,281.0000000,278.0100000,278.5900000,24020630
SBER,60,20220216,130000,278.6700000,279.5000000,274.9400000,275.4000000,25068920
SBER,60,20220216,140000,275.3500000,277.5600000,274.1500000,277.1700000,18925370
SBER,60,20220216,150000,277.1700000,278.4000000,275.8200000,277.1400000,9175530
SBER,60,20220216,160000,277.1400000,277.9000000,275.2200000,275.8100000,8777880
SBER,60,20220216,170000,275.8300000,277.0800000,275.3000000,275.3900000,9482820
SBER,60,20220216,180000,275.3900000,277.0000000,274.3900000,276.0800000,15233830
SBER,60,20220216,190000,276.0800000,277.8000000,275.8000000,277.4900000,11554130
SBER,60,20220216,200000,277.5400000,277.7500000,276.0100000,276.2700000,2953600
SBER,60,20220216,210000,276.2700000,276.9300000,276.0200000,276.4000000,1336620
SBER,60,20220216,220000,276.5000000,276.6700000,276.0200000,276.3500000,1153530
SBER,60,20220216,230000,276.3600000,277.5000000,276.2000000,277.1700000,3275480
SBER,60,20220217,000000,277.2800000,277.9500000,277.0500000,277.7800000,2573560
SBER,60,20220217,080000,277.0000000,277.0000000,270.5100000,271.2800000,16091970
SBER,60,20220217,090000,271.2800000,272.6500000,268.4800000,269.5200000,14791670
SBER,60,20220217,100000,269.5200000,271.4700000,266.5900000,269.8000000,22582870
SBER,60,20220217,110000,269.9400000,270.9200000,267.3400000,268.2300000,17264200
SBER,60,20220217,120000,268.2300000,270.2500000,263.5100000,265.0600000,42617040
SBER,60,20220217,130000,265.1800000,267.5600000,263.7000000,266.8300000,22113350
SBER,60,20220217,140000,266.8300000,267.8000000,265.7000000,266.7700000,9636680
SBER,60,20220217,150000,266.7700000,266.8100000,264.7500000,266.4300000,9520010
SBER,60,20220217,160000,266.4300000,268.7900000,266.1400000,266.4300000,12209550
SBER,60,20220217,170000,266.3300000,266.8900000,261.8000000,262.9900000,22145250
SBER,60,20220217,180000,262.9300000,263.8900000,259.3600000,259.8800000,30461040
SBER,60,20220217,190000,259.8500000,261.0500000,259.5000000,261.0500000,15844700
SBER,60,20220217,200000,261.1800000,263.8800000,261.1800000,262.6100000,12461610
SBER,60,20220217,210000,262.6000000,262.9600000,261.2000000,262.3500000,3816720
SBER,60,20220217,220000,262.3500000,262.4300000,260.6200000,260.6800000,2641740
SBER,60,20220217,230000,260.7000000,261.4000000,260.0500000,260.3500000,3528240
SBER,60,20220218,000000,260.4000000,261.4000000,259.8800000,260.5800000,4334070
SBER,60,20220218,080000,262.1400000,267.0000000,262.1400000,264.4000000,19783750
SBER,60,20220218,090000,264.3900000,266.1500000,264.0300000,265.8300000,5082200
SBER,60,20220218,100000,265.8100000,265.8200000,263.2000000,264.5900000,5696000
SBER,60,20220218,110000,264.6000000,265.7000000,260.0000000,261.5300000,21874500
SBER,60,20220218,120000,261.5200000,262.6900000,257.6000000,258.6000000,24520110
SBER,60,20220218,130000,258.5800000,260.1200000,258.2600000,260.0900000,9736740
SBER,60,20220218,140000,260.0800000,260.1100000,258.3000000,258.6000000,7110440
SBER,60,20220218,150000,258.6000000,259.6800000,258.0000000,259.0000000,6788030
SBER,60,20220218,160000,259.0400000,260.3000000,258.8500000,260.1200000,8265340
SBER,60,20220218,170000,260.1200000,260.3500000,250.3100000,252.3300000,54937110
SBER,60,20220218,180000,252.3900000,252.9200000,247.1200000,250.6700000,37504150
SBER,60,20220218,190000,250.5900000,251.4500000,248.8000000,249.0000000,16347170
SBER,60,20220218,200000,248.7300000,249.3800000,245.0000000,248.0100000,20639200
SBER,60,20220218,210000,248.0800000,251.8800000,247.8100000,248.9400000,10470730
SBER,60,20220218,220000,248.9500000,249.3700000,246.8500000,247.7200000,9871430
SBER,60,20220218,230000,247.7200000,249.9300000,247.5900000,249.3400000,5916690
SBER,60,20220219,000000,249.3700000,250.7100000,248.8000000,250.2800000,5994500
SBER,60,20220221,080000,249.1200000,257.5000000,245.0000000,254.8800000,33242570
SBER,60,20220221,090000,254.8800000,258.3200000,254.3000000,255.3600000,15215650
SBER,60,20220221,100000,255.3600000,257.1000000,254.6000000,256.0000000,8795840
SBER,60,20220221,110000,255.9800000,257.1200000,240.0000000,241.6900000,81672910
SBER,60,20220221,120000,241.7800000,243.4800000,236.1000000,238.6400000,72575780
SBER,60,20220221,130000,238.5800000,240.7900000,236.1000000,237.7800000,30787610
SBER,60,20220221,140000,237.8700000,239.6600000,233.5000000,234.0000000,39885730
SBER,60,20220221,150000,234.0100000,234.2400000,224.5500000,231.0000000,91230170
SBER,60,20220221,160000,231.0900000,233.4400000,226.3800000,227.3600000,57344560
SBER,60,20220221,170000,227.2500000,229.0000000,211.2300000,217.0400000,114149750
SBER,60,20220221,180000,216.8900000,218.4700000,195.2600000,204.7000000,136979720
SBER,60,20220221,190000,204.7800000,219.0900000,201.0000000,208.0000000,108120630
SBER,60,20220221,200000,207.8000000,215.0000000,204.0000000,212.1800000,42842640
SBER,60,20220221,210000,212.1500000,216.7000000,204.7500000,206.2100000,43241870
SBER,60,20220221,220000,206.0100000,206.8800000,195.5000000,196.6000000,61849920
SBER,60,20220221,230000,196.5800000,213.4000000,184.3000000,197.0500000,116138240
SBER,60,20220222,000000,197.3300000,203.9000000,196.6800000,201.0000000,30265540
SBER,60,20220222,080000,198.7200000,204.0000000,188.0000000,198.5900000,38171630
SBER,60,20220222,090000,198.5900000,205.7000000,197.0000000,202.7000000,24303660
SBER,60,20220222,100000,202.5500000,204.2100000,188.2200000,190.0000000,50155550
SBER,60,20220222,110000,190.0000000,194.9400000,182.0300000,188.5400000,114167690
SBER,60,20220222,120000,188.5900000,192.7500000,183.5700000,186.3300000,78876300
SBER,60,20220222,130000,186.3300000,192.9700000,185.7800000,187.3300000,54649820
SBER,60,20220222,140000,187.3400000,193.9000000,186.4000000,191.4300000,43086610
SBER,60,20220222,150000,191.4200000,197.2000000,189.5200000,190.9200000,42159410
SBER,60,20220222,160000,190.8200000,216.0000000,190.5000000,206.3700000,138200740
SBER,60,20220222,170000,206.3600000,209.5000000,203.1000000,208.1000000,41714570
SBER,60,20220222,180000,208.1900000,219.8700000,206.7300000,219.4400000,78705220
SBER,60,20220222,190000,219.3700000,219.9000000,210.0100000,211.0000000,39071390
SBER,60,20220222,200000,209.8800000,209.8800000,198.2500000,201.8500000,67547190
SBER,60,20220222,210000,201.9000000,202.6400000,194.0000000,197.4000000,28949790
SBER,60,20220222,220000,197.4000000,203.9000000,197.1400000,200.6500000,20891520
SBER,60,20220222,230000,200.8000000,214.7500000,198.6600000,208.5400000,64629450
SBER,60,20220223,000000,208.5400000,210.0000000,206.0000000,208.5300000,20661170
SBER,60,20220224,080000,186.5800000,187.5400000,185.9500000,185.9500000,7959740
SBER,60,20220224,100000,185.9500000,185.9500000,185.9500000,185.9500000,265430
SBER,60,20220224,110000,185.9500000,185.9500000,150.1400000,150.1400000,15514090
SBER,60,20220224,120000,150.1400000,150.1400000,89.5900000,89.5900000,42691750
SBER,60,20220224,130000,89.6000000,147.8700000,89.5900000,127.5100000,122185290
SBER,60,20220224,140000,127.5100000,135.0300000,110.0000000,114.8900000,106615830
SBER,60,20220224,150000,114.8900000,115.9000000,105.0000000,105.0800000,76151370
SBER,60,20220224,160000,105.0800000,109.8800000,101.1800000,109.8200000,62137270
SBER,60,20220224,170000,109.8200000,115.0000000,102.0000000,104.4900000,64934960
SBER,60,20220224,180000,104.4900000,113.2400000,102.2500000,111.5400000,50285320
SBER,60,20220224,190000,111.8400000,114.9800000,105.0000000,112.5000000,44416150
SBER,60,20220224,200000,112.5000000,122.7500000,109.0700000,119.2100000,32474850
SBER,60,20220224,210000,119.4300000,129.6100000,112.7000000,126.8600000,30201490
SBER,60,20220224,220000,126.8000000,146.0000000,125.2000000,145.8000000,59613320
SBER,60,20220224,230000,145.8000000,159.6300000,121.9900000,139.9800000,92675610
SBER,60,20220225,000000,139.9800000,140.2800000,131.6000000,132.1800000,20206880
SBER,60,20220225,100000,123.7500000,123.7500000,123.7500000,123.7500000,148020
SBER,60,20220225,110000,124.7000000,152.8900000,123.7500000,148.9900000,39452360
SBER,60,20220225,120000,149.1300000,150.0000000,125.0000000,126.5000000,70209580
SBER,60,20220225,130000,126.4100000,129.6000000,120.5000000,124.5000000,49152660
SBER,60,20220225,140000,124.5000000,125.0000000,118.0000000,120.9400000,31183050
SBER,60,20220225,150000,120.8300000,121.0000000,115.1100000,117.6500000,20429940
SBER,60,20220225,160000,117.9500000,131.8000000,116.3200000,131.7700000,39586380
SBER,60,20220225,170000,131.7700000,136.0000000,127.0000000,130.9900000,50687140
SBER,60,20220225,180000,130.9500000,135.0000000,128.5100000,130.0100000,35985970
SBER,60,20220225,190000,130.0700000,131.5000000,127.2000000,130.5000000,17442470
SBER,60,20220225,200000,130.5000000,133.9900000,130.0000000,130.8200000,10462420
SBER,60,20220225,210000,130.8200000,131.0900000,129.0000000,129.7200000,7454170
SBER,60,20220225,220000,129.7100000,129.9700000,125.5100000,128.0800000,9634020
SBER,60,20220225,230000,128.0200000,129.0500000,127.0000000,127.9900000,5284400
SBER,60,20220226,000000,127.9900000,131.7000000,127.8000000,131.1200000,9174570
SBER,60,20220324,110000,131.0000000,156.2000000,130.1500000,143.2000000,91054390
SBER,60,20220324,120000,143.2000000,149.0000000,140.0000000,140.3300000,27792430
SBER,60,20220324,130000,140.3300000,141.6900000,133.2800000,136.9100000,27218540
SBER,60,20220324,140000,136.9700000,137.6000000,136.2300000,136.2400000,7639910
SBER,60,20220325,110000,137.1000000,147.0000000,128.2000000,131.6500000,36320560
SBER,60,20220325,120000,131.6500000,133.5900000,130.0100000,130.2100000,10240000
SBER,60,20220325,130000,130.1500000,131.8000000,130.0600000,130.8600000,5395550
SBER,60,20220325,140000,130.8100000,132.4400000,130.7800000,131.5000000,5351400
SBER,60,20220328,110000,130.6000000,131.4700000,125.0100000,126.5200000,17968910
SBER,60,20220328,120000,126.5200000,127.0000000,126.0300000,126.4800000,5946660
SBER,60,20220328,130000,126.4800000,127.8000000,126.0000000,126.3700000,4779540
SBER,60,20220328,140000,126.3700000,126.4800000,125.0000000,125.0000000,4061430
SBER,60,20220329,110000,126.1900000,132.7900000,122.0000000,131.9400000,26013050
SBER,60,20220329,120000,131.9400000,137.5700000,131.9400000,136.9200000,22106210
SBER,60,20220329,130000,136.9000000,136.9900000,127.0000000,127.5300000,14938180
SBER,60,20220329,140000,127.5200000,130.1000000,125.8200000,128.7700000,9184920
SBER,60,20220330,110000,136.5000000,138.4000000,131.2700000,133.4800000,14275980
SBER,60,20220330,120000,133.3100000,133.4900000,131.3000000,132.1700000,5960940
SBER,60,20220330,130000,132.1700000,132.8400000,131.1100000,131.9900000,5494640
SBER,60,20220330,140000,131.9900000,134.6000000,131.4100000,134.6000000,9679900
SBER,60,20220331,110000,135.2000000,139.5000000,134.5200000,139.1300000,26459900
SBER,60,20220331,120000,139.1300000,139.3500000,136.3600000,138.7600000,11789930
SBER,60,20220331,130000,138.6600000,141.5300000,138.5000000,139.8000000,19929360
SBER,60,20220331,140000,139.8000000,140.7900000,137.7400000,140.6400000,8350970
SBER,60,20220331,150000,140.6500000,147.4100000,140.1600000,146.3000000,24394360
SBER,60,20220331,160000,146.2500000,146.3000000,141.5200000,141.7400000,10585170
SBER,60,20220331,170000,141.6500000,143.5000000,140.4600000,142.9300000,7022640
SBER,60,20220331,180000,142.8300000,143.6900000,142.0100000,143.5800000,4752930
SBER,60,20220331,190000,143.5800000,144.7600000,143.1800000,143.6900000,4953980
SBER,60,20220401,110000,144.9900000,152.0000000,144.5100000,151.9800000,37432080
SBER,60,20220401,120000,151.9800000,154.5000000,148.5000000,150.8800000,25649370
SBER,60,20220401,130000,150.9500000,153.1000000,150.7100000,151.1500000,10837940
SBER,60,20220401,140000,151.1400000,152.6000000,151.0200000,152.0400000,4458070
